ID_all;SMILES;ID_Potts;orig_ID_Potts;yorig_Potts;CAS_Potts;NAME_Potts;units_Potts;smilessource_Potts;SMILES_Potts;desired_units_Potts;y_Potts;ID_Khajeh;orig_ID_Khajeh;yorig_Khajeh;CAS_Khajeh;NAME_Khajeh;units_Khajeh;smilessource_Khajeh;SMILES_Khajeh;desired_units_Khajeh;y_Khajeh;zscore_Potts;zscore_Potts_thres;y_Potts_nointraoutliers;zscore_Potts_nointraoutliers;zscore_Potts_nointraoutliers_thres;zscore_Khajeh;zscore_Khajeh_thres;y_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers;zscore_Khajeh_nointraoutliers_thres;stand_desv_Potts_Khajeh_nointraoutliers;y_Potts_nointraoutliers_nointeroutliers;y_Khajeh_nointraoutliers_nointeroutliers;stand_desv_Potts_Khajeh_nointraoutliers_nointeroutliers;y_consensus;y_consensus_sd;valid/outlier
59;CCC1(CCC(C)C)C(=O)NC(=O)NC1=O;88;89;-2.62002;57-43-2;;logcm/h;isoSMILES_from_CAS;CCC1(CCC(C)C)C(=O)NC(=O)NC1=O;logcm/h;-2.62002;69;70;-2.64;;amylobarbital;logcm/h;isoSMILES_from_NAME;CCC1(CCC(C)C)C(=O)NC(=O)NC1=O;logcm/h;-2.64;0.0500921701699956;0;-2.62002;0.0500921701699956;0;-0.07675247658527799;0;-2.64;-0.09284393461173306;0;0.005371840216617981;-2.62002;-2.64;0.005371840216617981;-2.63001;0.014127993488107454;valid
60;CCC1(c2ccccc2)C(=O)NC(=O)NC1=O;75;76;-3.32228;50-06-6;;logcm/h;isoSMILES_from_CAS;CCC1(c2ccccc2)C(=O)NC(=O)NC1=O;logcm/h;-3.32228;189;190;-3.35;;phenobarbital;logcm/h;isoSMILES_from_NAME;CCC1(c2ccccc2)C(=O)NC(=O)NC1=O;logcm/h;-3.35;-0.5677447113459251;0;-3.32228;-0.5677447113459251;0;-0.7945747691967758;0;-3.35;-0.8278198998960992;0;0.005875352945167491;-3.32228;-3.35;0.005875352945167491;-3.3361400000000003;0.019600999974491076;valid
61;CCCC(=O)O;106;107;-2.9801;107-92-6;;logcm/h;isoSMILES_from_CAS;CCCC(=O)O;logcm/h;-2.9801;248;249;-2.71;;butyric acid;logcm/h;isoSMILES_from_NAME;CCCC(=O)O;logcm/h;-2.71;-0.2667003344525842;0;-2.9801;-0.2667003344525842;0;-0.1475236885328903;0;-2.71;-0.16530635372427602;0;0.0671304692706584;-2.9801;-2.71;0.0671304692706584;-2.84505;0.19098954159848666;valid
62;CCCC(C)(O)c1ccccc1;205;206;-0.97;4383-18-0;;logcm/h;isoSMILES_from_CAS;CCCC(C)(O)c1ccccc1;logcm/h;-0.97;;;;;;;;;;;1.5017528246838492;0;-0.97;1.5017528246838492;0;;-1;;;-1;;-0.97;;;-0.97;;valid
63;CCCC(C)=O;204;205;-2.6;107-87-9;;logcm/h;isoSMILES_from_CAS;CCCC(C)=O;logcm/h;-2.6;32;33;-2.6;;2-Pentanone ;logcm/h;isoSMILES_from_NAME;CCCC(C)=O;logcm/h;-2.6;0.06770543928392568;0;-2.6;0.06770543928392568;0;-0.03631178404378511;0;-2.6;-0.051436837975994076;0;0.0;-2.6;-2.6;0.0;-2.6;0.0;valid
64;CCCCC(=O)O;105;106;-2.67321;109-52-4;;logcm/h;isoSMILES_from_CAS;CCCCC(=O)O;logcm/h;-2.67321;188;189;-2.7;;pentanoic acid;logcm/h;isoSMILES_from_NAME;CCCCC(=O)O;logcm/h;-2.7;0.003296476655012562;0;-2.67321;0.003296476655012562;0;-0.1374135153975173;0;-2.7;-0.1549545795653415;0;0.007051051668551079;-2.67321;-2.7;0.007051051668551079;-2.686605;0.018943390667987673;valid
65;CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;146;147;-2.94185;2152-44-5;;logcm/h;isoSMILES_from_CAS;CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;logcm/h;-2.94185;;;;;;;;;;;-0.2330486089976472;0;-2.94185;-0.2330486089976472;0;;-1;;;-1;;-2.94185;;;-2.94185;;valid
66;CCCCC(C)(O)c1ccccc1;207;208;-1.01;4396-98-9;;logcm/h;isoSMILES_from_CAS;CCCCC(C)(O)c1ccccc1;logcm/h;-1.01;;;;;;;;;;;1.4665614778028695;0;-1.01;1.4665614778028695;0;;-1;;;-1;;-1.01;;;-1.01;;valid
67;CCCCC(C)=O;206;207;-2.35;591-78-6;;logcm/h;isoSMILES_from_CAS;CCCCC(C)=O;logcm/h;-2.35;28;29;-2.35;;2-Hexanone ;logcm/h;isoSMILES_from_NAME;CCCCC(C)=O;logcm/h;-2.35;0.2876513572900489;0;-2.35;0.2876513572900489;0;0.21644254434054513;0;-2.35;0.2073575159973743;0;0.0;-2.35;-2.35;0.0;-2.35;0.0;valid
68;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;23;24;-1.25784;117-81-7;;logcm/h;isoSMILES_from_CAS;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;logcm/h;-1.25784;;;;;;;;;;;1.248515892528319;0;-1.25784;1.248515892528319;0;;-1;;;-1;;-1.25784;;;-1.25784;;valid
69;CCCCC1(CC)C(=O)NC(=O)NC1=O;74;75;-3.69886;77-28-1;;logcm/h;isoSMILES_from_CAS;CCCCC1(CC)C(=O)NC(=O)NC1=O;logcm/h;-3.69886;85;86;-3.72;;Butobarbital ;logcm/h;isoSMILES_from_NAME;CCCCC1(CC)C(=O)NC(=O)NC1=O;logcm/h;-3.72;-0.8990536465569083;0;-3.69886;-0.8990536465569083;0;-1.1686511752055848;0;-3.72;-1.2108355437766845;0;0.004029793621738079;-3.69886;-3.72;0.004029793621738079;-3.7094300000000002;0.014948237354283883;valid
70;CCCCCC(=O)O;118;119;-1.86324;142-62-1;;logcm/h;isoSMILES_from_CAS;CCCCCC(=O)O;logcm/h;-1.86324;262;263;-1.85;;Hexanoic acid ;logcm/h;isoSMILES_from_NAME;CCCCCC(=O)O;logcm/h;-1.85;0.7158948574846912;0;-1.86324;0.7158948574846912;0;0.7219512011092056;0;-1.85;0.724946223944111;0;0.005042547092517495;-1.86324;-1.85;0.005042547092517495;-1.85662;0.00936209378290983;valid
71;CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;129;130;-1.74618;3593-96-2;;logcm/h;isoSMILES_from_CAS;CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;logcm/h;-1.74618;;;;;;;;;;;0.8188823341318783;0;-1.74618;0.8188823341318783;0;;-1;;;-1;;-1.74618;;;-1.74618;;valid
72;CCCCCC(C)=O;208;209;-2.0;110-43-0;;logcm/h;isoSMILES_from_CAS;CCCCCC(C)=O;logcm/h;-2.0;27;28;-2.0;;2-Heptanone ;logcm/h;isoSMILES_from_NAME;CCCCCC(C)=O;logcm/h;-2.0;0.5955756424986215;0;-2.0;0.5955756424986215;0;0.5702986040786076;0;-2.0;0.5696696115600901;0;0.0;-2.0;-2.0;0.0;-2.0;0.0;valid
73;CCCCCCC(=O)O;137;138;-1.70082;111-14-8;;logcm/h;isoSMILES_from_CAS;CCCCCCC(=O)O;logcm/h;-1.70082;132;133;-1.7;;Heptanoic acid ;logcm/h;isoSMILES_from_NAME;CCCCCCC(=O)O;logcm/h;-1.7;0.8587893214949093;0;-1.70082;0.8587893214949093;0;0.8736037981398039;0;-1.7;0.8802228363281321;0;0.0003409927961920945;-1.70082;-1.7;0.0003409927961920945;-1.70041;0.0005798275605729994;valid
74;CCCCCCCC(=O)O;119;120;-1.60043;124-07-2;;logcm/h;isoSMILES_from_CAS;CCCCCCCC(=O)O;logcm/h;-1.60043;178;179;-1.55;;Octanoic acid ;logcm/h;isoSMILES_from_NAME;CCCCCCCC(=O)O;logcm/h;-1.55;0.947110804329448;0;-1.60043;0.947110804329448;0;1.0252563951704021;0;-1.55;1.0354994487121532;0;0.02263779545981823;-1.60043;-1.55;0.02263779545981823;-1.575215;0.035659394975237575;valid
75;CCCCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;159;160;-1.2094;6678-14-4;;logcm/h;isoSMILES_from_CAS;CCCCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;logcm/h;-1.2094;;;;;;;;;;;1.2911326136011856;0;-1.2094;1.2911326136011856;0;;-1;;;-1;;-1.2094;;;-1.2094;;valid
76;CCCCCCCCCCCCOS(=O)(=O)O;209;210;-2.54;8012-56-4;;logcm/h;noisoSMILES_from_CAS;CCCCCCCCCCCCOS(=O)(=O)O;logcm/h;-2.54;;;;;;;;;;;0.1204924596053953;0;-2.54;0.1204924596053953;0;;-1;;;-1;;-2.54;;;-2.54;;valid
77;CCCCCCCCCO;67;68;-1.19655;143-08-8;;logcm/h;isoSMILES_from_CAS;CCCCCCCCCO;logcm/h;-1.19655;[13, 174];[14, 175];-1.17;;['1-nonanol', 'Nonanol '];logcm/h;isoSMILES_from_NAME;CCCCCCCCCO;logcm/h;-1.17;1.3024378337867004;0;-1.19655;1.3024378337867004;0;1.4094429743145842;0;-1.17;1.428866866751673;0;0.015865868069977723;-1.19655;-1.17;0.015865868069977723;-1.183275;0.01877368504050289;valid
78;CCCCCCCCN1CCCC1=O;148;149;-1.27185;2687-94-7;;logcm/h;isoSMILES_from_CAS;CCCCCCCCN1CCCC1=O;logcm/h;-1.27185;;;;;;;;;;;1.2361901232832562;0;-1.27185;1.2361901232832562;0;;-1;;;-1;;-1.27185;;;-1.27185;;valid
79;CCCCCCCCO;55;56;-1.22676;111-87-5;;logcm/h;isoSMILES_from_CAS;CCCCCCCCO;logcm/h;-1.22676;229;230;-1.1337;;1-octanol ;logcm/h;isoSMILES_from_NAME;CCCCCCCCO;logcm/h;-1.1337;1.2758595690548402;0;-1.22676;1.2758595690548402;0;1.446142902795989;0;-1.1337;1.466443806948606;0;0.055754689388695614;-1.22676;-1.1337;0.055754689388695614;-1.18023;0.06580335705722022;valid
80;CCCCCCCCOC(=O)c1ccc(O)cc1;99;100;-1.93432;1219-38-1;;logcm/h;isoSMILES_from_CAS;CCCCCCCCOC(=O)c1ccc(O)cc1;logcm/h;-1.93432;;;;;;;;;;;0.6533598340771901;0;-1.93432;0.6533598340771901;0;;-1;;;-1;;-1.93432;;;-1.93432;;valid
81;CCCCCCCO;71;72;-1.47443;111-70-6;;logcm/h;isoSMILES_from_CAS;CCCCCCCO;logcm/h;-1.47443;[10, 133];[11, 134];-1.485;;['1-heptanol ', 'Heptanol '];logcm/h;isoSMILES_from_NAME;CCCCCCCO;logcm/h;-1.485;1.0579635470045343;0;-1.47443;1.0579635470045343;0;1.0909725205503278;0;-1.485;1.1027859807452287;0;0.005051052856220246;-1.47443;-1.485;0.005051052856220246;-1.4797150000000001;0.0074741186771419416;valid
82;CCCCCCN1CCCC1=O;149;150;-1.65185;4838-65-7;;logcm/h;isoSMILES_from_CAS;CCCCCCN1CCCC1=O;logcm/h;-1.65185;;;;;;;;;;;0.9018723279139487;0;-1.65185;0.9018723279139487;0;;-1;;;-1;;-1.65185;;;-1.65185;;valid
83;CCCCCCO;50;51;-1.79932;111-27-3;;logcm/h;isoSMILES_from_CAS;CCCCCCO;logcm/h;-1.79932;11;12;-1.8936975;;1-hexanol;logcm/h;isoSMILES_from_NAME;CCCCCCO;logcm/h;-1.8936975;0.7721306298004967;0;-1.79932;0.7721306298004967;0;0.6777722720509086;0;-1.8936975;0.679711558813106;0;0.03614116111902172;-1.79932;-1.8936975;0.03614116111902172;-1.84650875;0.06673497024143339;valid
84;CCCCCCOC(=O)c1cccnc1;70;71;-1.68614;23597-82-2;;logcm/h;isoSMILES_from_CAS;CCCCCCOC(=O)c1cccnc1;logcm/h;-1.68614;170;171;-1.75;;N-Hexyl nicotinate ;logcm/h;isoSMILES_from_NAME;CCCCCCOC(=O)c1cccnc1;logcm/h;-1.75;0.8717045458002288;0;-1.68614;0.8717045458002288;0;0.8230529324629379;0;-1.75;0.8284639655334585;0;0.026282886638246954;-1.68614;-1.75;0.026282886638246954;-1.71807;0.04515583904657294;valid
85;CCCCCO;14;15;-2.14502;71-41-0;;logcm/h;isoSMILES_from_CAS;CCCCCO;logcm/h;-2.14502;276;277;-2.22;;pentanol ;logcm/h;isoSMILES_from_NAME;CCCCCO;logcm/h;-2.22;0.4679894143816294;0;-2.14502;0.4679894143816294;0;0.34787479510039676;0;-2.22;0.3419305800635257;0;0.024292611009052587;-2.14502;-2.22;0.024292611009052587;-2.18251;0.05301886645336737;valid
86;CCCCOC(=O)c1ccc(N)cc1;56;57;-1.0158;94-25-7;;logcm/h;isoSMILES_from_CAS;CCCCOC(=O)c1ccc(N)cc1;logcm/h;-1.0158;;;;;;;;;;;1.4614587325051274;0;-1.0158;1.4614587325051274;0;;-1;;;-1;;-1.0158;;;-1.0158;;valid
87;CCCCOC(=O)c1ccc(O)cc1;79;80;-0.9158;94-26-8;;logcm/h;isoSMILES_from_CAS;CCCCOC(=O)c1ccc(O)cc1;logcm/h;-0.9158;;;;;;;;;;;1.5494370997075768;0;-0.9158;1.5494370997075768;0;;-1;;;-1;;-0.9158;;;-0.9158;;valid
88;CCCCOC(=O)c1cccnc1;65;66;-1.72182;6938-06-03 00:00:00;;logcm/h;noisoSMILES_from_CAS;CCCCOC(=O)c1cccnc1;logcm/h;-1.72182;87;88;-1.78;;Butyl nicotinate ;logcm/h;isoSMILES_from_NAME;CCCCOC(=O)c1cccnc1;logcm/h;-1.78;0.840313864382395;0;-1.72182;0.840313864382395;0;0.7927224130568182;0;-1.78;0.7974086430566542;0;0.02349605206974283;-1.72182;-1.78;0.02349605206974283;-1.75091;0.04113947252943342;valid
89;CCCCOCCO;48;49;-2.60548;111-76-2;;logcm/h;isoSMILES_from_CAS;CCCCOCCO;logcm/h;-2.60548;21;22;-2.85;;2-Butoxyethanol ;logcm/h;isoSMILES_from_NAME;CCCCOCCO;logcm/h;-2.85;0.06288422476123152;0;-2.60548;0.06288422476123152;0;-0.28906611242811536;0;-2.85;-0.31023119194936244;0;0.06338644817164929;-2.60548;-2.85;0.06338644817164929;-2.72774;0.17290175013573464;valid
90;CCCCOCCOCCOC(C)=O;211;212;-3.49;124-17-4;;logcm/h;isoSMILES_from_CAS;CCCCOCCOCCOC(C)=O;logcm/h;-3.49;;;;;;;;;;;-0.7153020288178731;0;-3.49;-0.7153020288178731;0;;-1;;;-1;;-3.49;;;-3.49;;valid
91;CCCCc1ccc(O)cc1;98;99;-1.01185;1638-22-8;;logcm/h;isoSMILES_from_CAS;CCCCc1ccc(O)cc1;logcm/h;-1.01185;;;;;;;;;;;1.4649338780096242;0;-1.01185;1.4649338780096242;0;;-1;;;-1;;-1.01185;;;-1.01185;;valid
92;CCCO;104;105;-2.84215;71-23-8;;logcm/h;isoSMILES_from_CAS;CCCO;logcm/h;-2.84215;175;176;-2.91;;n-propanol ;logcm/h;isoSMILES_from_NAME;CCCO;logcm/h;-2.91;-0.14533417689680533;0;-2.84215;-0.14533417689680533;0;-0.3497271512403547;0;-2.91;-0.3723418369029709;0;0.016681482612069302;-2.84215;-2.91;0.016681482612069302;-2.876075;0.047977195103507224;valid
93;CCCOC(=O)c1ccc(N)cc1;212;213;-1.0937;94-12-2;;logcm/h;isoSMILES_from_CAS;CCCOC(=O)c1ccc(N)cc1;logcm/h;-1.0937;;;;;;;;;;;1.3929235844544194;0;-1.0937;1.3929235844544194;0;;-1;;;-1;;-1.0937;;;-1.0937;;valid
94;CCCOC(=O)c1ccc(O)cc1;123;124;-1.85801;94-13-3;;logcm/h;isoSMILES_from_CAS;CCCOC(=O)c1ccc(O)cc1;logcm/h;-1.85801;;;;;;;;;;;0.7204961260893793;0;-1.85801;0.7204961260893793;0;;-1;;;-1;;-1.85801;;;-1.85801;;valid
95;CCCOCCO;[213, 214];[214, 215];-2.88185;2807-30-9;;logcm/h;isoSMILES_from_CAS;CCCOCCO;logcm/h;-2.88185;;;;;;;;;;;-0.1802615886761776;0;-2.88185;-0.1802615886761776;0;;-1;;;-1;;-2.88185;;;-2.88185;;valid
96;CCCOc1ccc(O)cc1;86;87;-1.72185;18979-50-5;;logcm/h;isoSMILES_from_CAS;CCCOc1ccc(O)cc1;logcm/h;-1.72185;;;;;;;;;;;0.8402874708722341;0;-1.72185;0.8402874708722341;0;;-1;;;-1;;-1.72185;;;-1.72185;;valid
97;CCC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5;64;65;-2.41139;14521-96-1;;logcm/h;isoSMILES_from_CAS;CCC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5;logcm/h;-2.41139;;;;;;;;;;;0.23364143766446543;0;-2.41139;0.23364143766446543;0;;-1;;;-1;;-2.41139;;;-2.41139;;valid
98;CCN;215;216;-3.09;75-04-7;;logcm/h;isoSMILES_from_CAS;CCN;logcm/h;-3.09;121;122;-3.09;;Ethylamine ;logcm/h;isoSMILES_from_NAME;CCN;logcm/h;-3.09;-0.3633885600080756;0;-3.09;-0.3633885600080756;0;-0.5317102676770722;0;-3.09;-0.5586737717637958;0;0.0;-3.09;-3.09;0.0;-3.09;0.0;valid
99;CCN(C)C;40;41;-2.51382;598-56-1;;logcm/h;isoSMILES_from_CAS;CCN(C)C;logcm/h;-2.51382;110;111;-2.7036975;;Dimethylethylamine ;logcm/h;isoSMILES_from_NAME;CCN(C)C;logcm/h;-2.7036975;0.1435251961389966;0;-2.51382;0.1435251961389966;0;-0.14115175191432144;0;-2.7036975;-0.15878214806060753;0;0.051466494494651446;-2.51382;-2.7036975;0.051466494494651446;-2.60875875;0.13426366784474877;valid
100;CCN(CC)C(=O)N1CCN(C)CC1;27;28;-3.84381;90-89-1;;logcm/h;isoSMILES_from_CAS;CCN(CC)C(=O)N1CCN(C)CC1;logcm/h;-3.84381;108;109;-3.89;;diethylcarbamazine;logcm/h;isoSMILES_from_NAME;CCN(CC)C(=O)N1CCN(C)CC1;logcm/h;-3.89;-1.0265782898168587;0;-3.84381;-1.0265782898168587;0;-1.3405241185069292;0;-3.89;-1.386815704478575;0;0.008446357545118579;-3.84381;-3.89;0.008446357545118579;-3.866905;0.032661262223006755;valid
101;CCN(CC)CC;216;217;-2.31;121-44-8;;logcm/h;isoSMILES_from_CAS;CCN(CC)CC;logcm/h;-2.31;220;221;-2.31;;Triethylamine ;logcm/h;isoSMILES_from_NAME;CCN(CC)CC;logcm/h;-2.31;0.32284270417102867;0;-2.31;0.32284270417102867;0;0.256883236882038;0;-2.31;0.24876461263311325;0;0.0;-2.31;-2.31;0.0;-2.31;0.0;valid
102;CCN(CC)CC(=O)Nc1c(C)cccc1C;26;27;-2.27246;137-58-6;;logcm/h;isoSMILES_from_CAS;CCN(CC)CC(=O)Nc1c(C)cccc1C;logcm/h;-2.27246;267;268;-2.4;;Lidocaine ;logcm/h;isoSMILES_from_NAME;CCN(CC)CC(=O)Nc1c(C)cccc1C;logcm/h;-2.4;0.35586978321882806;0;-2.27246;0.35586978321882806;0;0.16589167866367927;0;-2.4;0.15559864520270078;0;0.038602534370559445;-2.27246;-2.4;0.038602534370559445;-2.33623;0.0901843988725321;valid
103;CCNCC;217;218;-2.75;109-89-7;;logcm/h;isoSMILES_from_CAS;CCNCC;logcm/h;-2.75;107;108;-2.75;;Diethylamine ;logcm/h;isoSMILES_from_NAME;CCNCC;logcm/h;-2.75;-0.06426211151974817;0;-2.75;-0.06426211151974817;0;-0.18796438107438318;0;-2.75;-0.206713450360015;0;0.0;-2.75;-2.75;0.0;-2.75;0.0;valid
104;CCO;6;7;-3.07103;64-17-5;;logcm/h;isoSMILES_from_CAS;CCO;logcm/h;-3.07103;114;115;-2.9737;;ethanol ;logcm/h;isoSMILES_from_NAME;CCO;logcm/h;-2.9737;-0.34669906374977105;0;-3.07103;-0.34669906374977105;0;-0.4141289541126819;0;-2.9737;-0.438282638295385;0;0.022771142139644488;-3.07103;-2.9737;0.022771142139644488;-3.0223649999999997;0.06882270301288661;valid
105;CCOC(=O)C1(c2ccccc2)CCN(C)CC1;153;154;-2.43107;57-42-1;;logcm/h;isoSMILES_from_CAS;CCOC(=O)C1(c2ccccc2)CCN(C)CC1;logcm/h;-2.43107;152;153;-2.43;;Meperidine ;logcm/h;isoSMILES_from_NAME;CCOC(=O)C1(c2ccccc2)CCN(C)CC1;logcm/h;-2.43;0.21632729499902328;0;-2.43107;0.21632729499902328;0;0.1355611592575594;0;-2.43;0.12454332272589633;0;0.0003112912407636748;-2.43107;-2.43;0.0003112912407636748;-2.430535;0.0007566042558695383;valid
106;CCOC(=O)c1ccc(N)cc1;22;23;-1.44913;94-09-7;;logcm/h;isoSMILES_from_CAS;CCOC(=O)c1ccc(N)cc1;logcm/h;-1.44913;;;;;;;;;;;1.0802220739067538;0;-1.44913;1.0802220739067538;0;;-1;;;-1;;-1.44913;;;-1.44913;;valid
107;CCOC(=O)c1ccc(O)cc1;219;220;-1.8537;120-47-8;;logcm/h;isoSMILES_from_CAS;CCOC(=O)c1ccc(O)cc1;logcm/h;-1.8537;;;;;;;;;;;0.7242879937158049;0;-1.8537;0.7242879937158049;0;;-1;;;-1;;-1.8537;;;-1.8537;;valid
108;CCOC(=O)c1ccccc1C(=O)OCC;218;219;-1.3637;84-66-2;;logcm/h;isoSMILES_from_CAS;CCOC(=O)c1ccccc1C(=O)OCC;logcm/h;-1.3637;106;107;-2.32239;;Diethyl phthalate ;logcm/h;isoSMILES_from_NAME;CCOC(=O)c1ccccc1C(=O)OCC;logcm/h;-2.32239;1.1553819930078064;0;-1.3637;1.1553819930078064;0;0.2443567323673107;0;-2.32239;0.2359387644501932;0;0.3678131570611305;;;;;;outlier
109;CCOC(=O)c1cccnc1;58;59;-2.16305;614-18-6;;logcm/h;isoSMILES_from_CAS;CCOC(=O)c1cccnc1;logcm/h;-2.16305;120;121;-2.22;;Ethyl nicotinate;logcm/h;isoSMILES_from_NAME;CCOC(=O)c1cccnc1;logcm/h;-2.22;0.4521269147750278;0;-2.16305;0.4521269147750278;0;0.34787479510039676;0;-2.22;0.3419305800635257;0;0.01837520958628075;-2.16305;-2.22;0.01837520958628075;-2.1915250000000004;0.04026973118857392;valid
110;CCOC=O;221;222;-3.01;109-94-4;;logcm/h;isoSMILES_from_CAS;CCOC=O;logcm/h;-3.01;119;120;-3.01;;Ethyl formate ;logcm/h;isoSMILES_from_NAME;CCOC=O;logcm/h;-3.01;-0.29300586624611613;0;-3.01;-0.29300586624611613;0;-0.45082888259408643;0;-3.01;-0.47585957849231786;0;0.0;-3.01;-3.01;0.0;-3.01;0.0;valid
111;CCOCCO;69;70;-3.54;110-80-5;;logcm/h;isoSMILES_from_CAS;CCOCCO;logcm/h;-3.54;24;25;-3.5037;;2-ethoxyethanol ;logcm/h;isoSMILES_from_NAME;CCOCCO;logcm/h;-3.5037;-0.7592912124190976;0;-3.54;-0.7592912124190976;0;-0.9499681302874619;0;-3.5037;-0.9869266687189258;0;0.007288208230637827;-3.54;-3.5037;0.007288208230637827;-3.5218499999999997;0.02566797615707183;valid
112;CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1;125;126;-2.05489;333-41-5;;logcm/h;isoSMILES_from_CAS;CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1;logcm/h;-2.05489;;;;;;;;;;;0.5472843167411972;0;-2.05489;0.5472843167411972;0;;-1;;;-1;;-2.05489;;;-2.05489;;valid
113;CCc1ccc(O)cc1;60;61;-1.43431;123-07-9;;logcm/h;isoSMILES_from_CAS;CCc1ccc(O)cc1;logcm/h;-1.43431;48;49;-1.46;;4-Ethylphenol ;logcm/h;isoSMILES_from_NAME;CCc1ccc(O)cc1;logcm/h;-1.46;1.0932604679261568;0;-1.43431;1.0932604679261568;0;1.116247953388761;0;-1.46;1.1286654161425658;0;0.0125526106109452;-1.43431;-1.46;0.0125526106109452;-1.447155;0.0181655732086824;valid
114;CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3;85;86;-2.02185;41340-25-4;;logcm/h;isoSMILES_from_CAS;CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3;logcm/h;-2.02185;124;125;-2.13;;etodolac;logcm/h;isoSMILES_from_NAME;CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3;logcm/h;-2.13;0.5763523692648862;0;-2.02185;0.5763523692648862;0;0.43886635331875595;0;-2.13;0.4350965474939386;0;0.03683832430618878;-2.02185;-2.13;0.03683832430618878;-2.075925;0.07647359838532494;valid
115;CN(C)C(=O)CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;138;139;-4.17196;74253-50-2;;logcm/h;isoSMILES_from_CAS;CN(C)C(=O)CCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;logcm/h;-4.17196;;;;;;;;;;;-1.3152793017916964;0;-4.17196;-1.3152793017916964;0;;-1;;;-1;;-4.17196;;;-4.17196;;valid
116;CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1;51;52;-2.64334;132-22-9;;logcm/h;isoSMILES_from_CAS;CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1;logcm/h;-2.64334;92;93;-2.6337;;chlorpheniramine ;logcm/h;isoSMILES_from_NAME;CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1;logcm/h;-2.6337;0.029575614938384415;0;-2.64334;0.029575614938384415;0;-0.07038306750999289;0;-2.6337;-0.0863223168916042;0;0.002583459428254503;-2.64334;-2.6337;0.002583459428254503;-2.6385199999999998;0.00681650937063807;valid
117;CN(C)c1ccccc1;223;224;-1.7;121-69-7;;logcm/h;isoSMILES_from_CAS;CN(C)c1ccccc1;logcm/h;-1.7;166;167;-1.7;;N,N-Dimethyl aniline ;logcm/h;isoSMILES_from_NAME;CN(C)c1ccccc1;logcm/h;-1.7;0.8595107441059694;0;-1.7;0.8595107441059694;0;0.8736037981398039;0;-1.7;0.8802228363281321;0;0.0;-1.7;-1.7;0.0;-1.7;0.0;valid
118;CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;89;90;-3.95185;66357-35-5;;logcm/h;isoSMILES_from_CAS;CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;logcm/h;-3.95185;205;206;-4.05;;ranitidine;logcm/h;isoSMILES_from_NAME;CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;logcm/h;-4.05;-1.1216301177423849;0;-3.95185;-1.1216301177423849;0;-1.5022868886729004;0;-4.05;-1.5524440910215302;0;0.0173466212372038;-3.95185;-4.05;0.0173466212372038;-4.000925;0.06940253057345962;valid
